pagina,endereco,preco,area,quartos,banheiros,vagas,tipo,area_m2,preco_venda,qtd_quartos,qtd_vagas,preco_m2
1,"Casa para comprar com 105 m², 3 quartos, 2 banheiros, 2 vagas em
Vila Pinheiro, Jacareí",R$ 490.000 IPTU R$ 661,"Tamanho do imóvel
105 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Casa,105.0,490000.0,3.0,2.0,4666.666666666667
1,"Sobrado para comprar com 146 m², 3 quartos, 4 banheiros, 3 vagas em
Residencial Santa Paula, Jacareí",R$ 500.000 IPTU R$ 600 Preço abaixo do mercado,"Tamanho do imóvel
146 m²","Quantidade de quartos
3","Quantidade de banheiros
4","Quantidade de vagas de garagem
3",Casa,146.0,500000.0,3.0,3.0,3424.6575342465753
1,"Casa para comprar com 300 m², 4 quartos, 4 banheiros, 2 vagas em
Centro, Jacareí",R$ 510.000 IPTU R$ 1.050 Preço abaixo do mercado,"Tamanho do imóvel
300 m²","Quantidade de quartos
4","Quantidade de banheiros
4","Quantidade de vagas de garagem
2",Casa,300.0,510000.0,4.0,2.0,1700.0
1,"Apartamento para comprar com 54 m², 2 quartos, 1 banheiro, 1 vaga em
Conjunto Habitacional Marinho, Jacareí",R$ 205.000 Cond. R$ 390 • IPTU R$ 50,"Tamanho do imóvel
54 m²","Quantidade de quartos
2","Quantidade de banheiros
1","Quantidade de vagas de garagem
1",Apartamento,54.0,205000.0,2.0,1.0,3796.296296296296
1,"Casa para comprar com 115 m², 3 quartos, 2 banheiros, 2 vagas em
Jardim Santa Maria, Jacareí",R$ 420.000 IPTU R$ 390 Preço abaixo do mercado,"Tamanho do imóvel
115 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Casa,115.0,420000.0,3.0,2.0,3652.1739130434785
2,"Casa de condomínio para comprar com 185 m², 4 quartos, 4 banheiros, 4 vagas em
Condomínio Vem Viver Jacareí, Jacareí",R$ 1.590.000 Cond. R$ 480 • IPTU R$ 920,"Tamanho do imóvel
185 m²","Quantidade de quartos
4","Quantidade de banheiros
4","Quantidade de vagas de garagem
4",Casa,185.0,1590000.0,4.0,4.0,8594.594594594595
2,"Casa de condomínio para comprar com 400 m², 4 quartos, 2 banheiros, 3 vagas em
Condomínio Residencial Mirante do Vale, Jacareí",R$ 3.000.000 Cond. R$ 837 • IPTU R$ 200,"Tamanho do imóvel
400 m²","Quantidade de quartos
4","Quantidade de banheiros
2","Quantidade de vagas de garagem
3",Casa,400.0,3000000.0,4.0,3.0,7500.0
2,"Casa para comprar com 134 m², 3 quartos, 2 banheiros, 2 vagas em
Cidade Jardim, Jacareí",R$ 390.000,"Tamanho do imóvel
134 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Casa,134.0,390000.0,3.0,2.0,2910.4477611940297
2,"Casa para comprar com 69-70 m², 2 quartos, 1 banheiro, 1 vaga em
Jardim Santa Marina, Jacareí",R$ 330.000 IPTU R$ 50,"Tamanho do imóvel
69-70 m²","Quantidade de quartos
2","Quantidade de banheiros
1-2","Quantidade de vagas de garagem
1-2",Casa,69.0,330000.0,2.0,1.0,4782.608695652174
2,"Apartamento para comprar com 39 m², 2 quartos, 1 banheiro, 1 vaga em
Vila Nova Aliança, Jacareí",R$ 200.000 Cond. R$ 250,"Tamanho do imóvel
39 m²","Quantidade de quartos
2","Quantidade de banheiros
1","Quantidade de vagas de garagem
1",Apartamento,39.0,200000.0,2.0,1.0,5128.205128205128
2,"Apartamento para comprar com 54 m², 2 quartos, 1 banheiro, 1 vaga em
Jardim Califórnia, Jacareí",R$ 290.000 Cond. R$ 473,"Tamanho do imóvel
54 m²","Quantidade de quartos
2","Quantidade de banheiros
1","Quantidade de vagas de garagem
1",Apartamento,54.0,290000.0,2.0,1.0,5370.37037037037
2,"Apartamento para comprar com 62 m², 2 quartos, 2 banheiros, 2 vagas em
Pagador de Andrade, Jacareí",R$ 459.000 Cond. R$ 500 • IPTU R$ 600,"Tamanho do imóvel
62 m²","Quantidade de quartos
2","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Apartamento,62.0,459000.0,2.0,2.0,7403.225806451613
2,"Apartamento para comprar com 44 m², 2 quartos, 1 banheiro, 1 vaga em
Jardim Paraíso, Jacareí",R$ 240.000 Cond. R$ 250,"Tamanho do imóvel
44 m²","Quantidade de quartos
2","Quantidade de banheiros
1","Quantidade de vagas de garagem
1",Apartamento,44.0,240000.0,2.0,1.0,5454.545454545455
2,"Casa para comprar com 131 m², 1 quarto, 1 banheiro, 3 vagas em
Jardim Santo Antônio da Boa Vista, Jacareí",R$ 400.000 IPTU R$ 630,"Tamanho do imóvel
131 m²","Quantidade de quartos
1","Quantidade de banheiros
1","Quantidade de vagas de garagem
3",Casa,131.0,400000.0,1.0,3.0,3053.4351145038167
2,"Apartamento para comprar com 62 m², 2 quartos, 2 banheiros, 1 vaga em
Pagador de Andrade, Jacareí",R$ 469.900 Cond. R$ 450 • IPTU R$ 700,"Tamanho do imóvel
62 m²","Quantidade de quartos
2","Quantidade de banheiros
2","Quantidade de vagas de garagem
1",Apartamento,62.0,469900.0,2.0,1.0,7579.032258064516
2,"Casa para comprar com 200 m², 2 quartos, 4 banheiros, 2 vagas em
Parque Santo Antônio, Jacareí",R$ 450.000,"Tamanho do imóvel
200 m²","Quantidade de quartos
2","Quantidade de banheiros
4","Quantidade de vagas de garagem
2",Casa,200.0,450000.0,2.0,2.0,2250.0
2,"Apartamento para comprar com 53 m², 2 quartos, 1 banheiro, 1 vaga em
Jardim das Indústrias, Jacareí",R$ 402.800 Cond. R$ 280 • IPTU R$ 1,"Tamanho do imóvel
53 m²","Quantidade de quartos
2","Quantidade de banheiros
1","Quantidade de vagas de garagem
1",Apartamento,53.0,402800.0,2.0,1.0,7600.0
2,"Apartamento para comprar com 83 m², 3 quartos, 2 banheiros, 2 vagas em
Pagador de Andrade, Jacareí",R$ 600.000 Cond. R$ 410,"Tamanho do imóvel
83 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Apartamento,83.0,600000.0,3.0,2.0,7228.915662650603
2,"Casa de condomínio para comprar com 120 m², 3 quartos, 2 banheiros, 3 vagas em
Jardim Santo Antônio da Boa Vista, Jacareí",R$ 385.000,"Tamanho do imóvel
120 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
3",Casa,120.0,385000.0,3.0,3.0,3208.3333333333335
2,"Apartamento para comprar com 59 m², 2 quartos, 2 banheiros, 1 vaga em
Jardim Primavera, Jacareí",R$ 415.000 Cond. R$ 470 • IPTU R$ 53,"Tamanho do imóvel
59 m²","Quantidade de quartos
2","Quantidade de banheiros
2","Quantidade de vagas de garagem
1",Apartamento,59.0,415000.0,2.0,1.0,7033.8983050847455
3,"Apartamento para comprar com 93 m², 3 quartos, 2 banheiros, 1 vaga em
Centro, Jacareí",R$ 640.000 Cond. R$ 636 • IPTU R$ 93,"Tamanho do imóvel
93 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
1",Apartamento,93.0,640000.0,3.0,1.0,6881.720430107527
3,"Casa de condomínio para comprar com 612 m², 5 quartos, 7 banheiros, 10 vagas em
Chácaras Condomínio Recanto Pássaros II, Jacareí",R$ 4.400.000 Cond. R$ 450 • IPTU R$ 380,"Tamanho do imóvel
612 m²","Quantidade de quartos
5","Quantidade de banheiros
7","Quantidade de vagas de garagem
10",Casa,612.0,4400000.0,5.0,10.0,7189.5424836601305
3,"Apartamento para comprar com 50 m², 2 quartos, 1 banheiro, 1 vaga em
Jardim Yolanda, Jacareí",R$ 250.000 Cond. R$ 397 • IPTU R$ 266,"Tamanho do imóvel
50 m²","Quantidade de quartos
2","Quantidade de banheiros
1","Quantidade de vagas de garagem
1",Apartamento,50.0,250000.0,2.0,1.0,5000.0
3,"Casa de condomínio para comprar com 1000 m² em
Condomínio Parque Vale dos Lagos, Jacareí",R$ 100.000 Cond. R$ 100 • IPTU R$ 100,"Tamanho do imóvel
1000 m²",,,,Casa,1000.0,100000.0,,,100.0
3,"Apartamento para comprar com 56 m², 2 quartos, 1 banheiro, 1 vaga em
Jardim Santa Maria, Jacareí",R$ 350.000 Cond. R$ 453 • IPTU R$ 415,"Tamanho do imóvel
56 m²","Quantidade de quartos
2","Quantidade de banheiros
1","Quantidade de vagas de garagem
1",Apartamento,56.0,350000.0,2.0,1.0,6250.0
3,"Apartamento para comprar com 92 m², 3 quartos, 2 banheiros, 2 vagas em
Jardim Pereira do Amparo, Jacareí",R$ 532.000 Cond. R$ 793 • IPTU R$ 67,"Tamanho do imóvel
92 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Apartamento,92.0,532000.0,3.0,2.0,5782.608695652174
3,"Apartamento para comprar com 58 m², 2 quartos, 2 banheiros, 1 vaga em
Jardim Califórnia, Jacareí",R$ 397.000 Cond. R$ 1 • IPTU R$ 1,"Tamanho do imóvel
58 m²","Quantidade de quartos
2","Quantidade de banheiros
2","Quantidade de vagas de garagem
1",Apartamento,58.0,397000.0,2.0,1.0,6844.827586206897
3,"Apartamento para comprar com 89 m², 3 quartos, 3 banheiros, 2 vagas em
Jardim Marister, Jacareí",R$ 580.000 Cond. R$ 600 • IPTU R$ 89,"Tamanho do imóvel
89 m²","Quantidade de quartos
3","Quantidade de banheiros
3","Quantidade de vagas de garagem
2",Apartamento,89.0,580000.0,3.0,2.0,6516.853932584269
3,"Casa para comprar com 89 m², 3 quartos, 2 banheiros, 2 vagas em
Residencial Santa Paula, Jacareí",R$ 470.000 IPTU R$ 418,"Tamanho do imóvel
89 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Casa,89.0,470000.0,3.0,2.0,5280.898876404494
3,"Apartamento para comprar com 79 m², 3 quartos, 1 banheiro, 2 vagas em
Jardim Didinha, Jacareí",R$ 618.200 Cond. R$ 370 • IPTU R$ 170,"Tamanho do imóvel
79 m²","Quantidade de quartos
3","Quantidade de banheiros
1","Quantidade de vagas de garagem
2",Apartamento,79.0,618200.0,3.0,2.0,7825.316455696203
3,"Apartamento para comprar com 54 m², 2 quartos, 1 banheiro, 1 vaga em
Loteamento Jardim Sol Nascente, Jacareí",R$ 245.000 Cond. R$ 260 • IPTU R$ 700,"Tamanho do imóvel
54 m²","Quantidade de quartos
2","Quantidade de banheiros
1","Quantidade de vagas de garagem
1",Apartamento,54.0,245000.0,2.0,1.0,4537.037037037037
3,"Sobrado para comprar com 129 m², 3 quartos, 2 banheiros, 2 vagas em
Residencial Santa Paula, Jacareí",R$ 550.000 IPTU R$ 45,"Tamanho do imóvel
129 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Casa,129.0,550000.0,3.0,2.0,4263.565891472868
3,"Apartamento para comprar com 80 m², 3 quartos, 2 banheiros, 2 vagas em
Vila Machado, Jacareí",R$ 450.000 Cond. R$ 553,"Tamanho do imóvel
80 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Apartamento,80.0,450000.0,3.0,2.0,5625.0
3,"Casa para comprar com 175 m², 3 quartos, 2 banheiros, 2 vagas em
Residencial Parque dos Sinos, Jacareí",R$ 520.000 Preço abaixo do mercado,"Tamanho do imóvel
175 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Casa,175.0,520000.0,3.0,2.0,2971.4285714285716
3,"Apartamento para comprar com 58 m², 2 quartos, 2 banheiros, 1 vaga em
Jardim das Indústrias, Jacareí",R$ 310.000,"Tamanho do imóvel
58 m²","Quantidade de quartos
2","Quantidade de banheiros
2","Quantidade de vagas de garagem
1",Apartamento,58.0,310000.0,2.0,1.0,5344.827586206897
3,"Casa para comprar com 135 m², 3 quartos, 2 banheiros, 1 vaga em
Jardim Santa Maria, Jacareí",R$ 480.000,"Tamanho do imóvel
135 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
1",Casa,135.0,480000.0,3.0,1.0,3555.5555555555557
3,"Casa para comprar com 120 m², 4 quartos, 3 banheiros, 2 vagas em
Residencial Santa Paula, Jacareí",R$ 520.000,"Tamanho do imóvel
120 m²","Quantidade de quartos
4","Quantidade de banheiros
3","Quantidade de vagas de garagem
2",Casa,120.0,520000.0,4.0,2.0,4333.333333333333
3,"Apartamento para comprar com 55 m², 2 quartos, 1 banheiro, 1 vaga em
Parque Santo Antônio, Jacareí",R$ 349.800 Cond. R$ 375 • IPTU R$ 350,"Tamanho do imóvel
55 m²","Quantidade de quartos
2","Quantidade de banheiros
1","Quantidade de vagas de garagem
1",Apartamento,55.0,349800.0,2.0,1.0,6360.0
3,"Apartamento para comprar com 86-89 m², 3 quartos, 2 banheiros, 1 vaga em
Jardim Marister, Jacareí",R$ 680.000 Cond. R$ 620 • IPTU R$ 120,"Tamanho do imóvel
86-89 m²","Quantidade de quartos
3","Quantidade de banheiros
2-3","Quantidade de vagas de garagem
1-2",Apartamento,86.0,680000.0,3.0,1.0,7906.976744186047
3,"Apartamento para comprar com 76 m², 3 quartos, 2 banheiros, 2 vagas em
Jardim Santa Maria, Jacareí",R$ 385.000 Cond. R$ 560 • IPTU R$ 300,"Tamanho do imóvel
76 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Apartamento,76.0,385000.0,3.0,2.0,5065.789473684211
4,"Apartamento para comprar com 85 m², 3 quartos, 3 banheiros, 2 vagas em
Jardim Flórida, Jacareí",R$ 780.000 Cond. R$ 600 • IPTU R$ 850,"Tamanho do imóvel
85 m²","Quantidade de quartos
3","Quantidade de banheiros
3","Quantidade de vagas de garagem
2",Apartamento,85.0,780000.0,3.0,2.0,9176.470588235294
4,"Casa de condomínio para comprar com 306 m², 4 quartos, 5 banheiros, 4 vagas em
Jardim Santa Maria, Jacareí",R$ 2.650.000 Cond. R$ 1.054 • IPTU R$ 112,"Tamanho do imóvel
306 m²","Quantidade de quartos
4","Quantidade de banheiros
5","Quantidade de vagas de garagem
4",Casa,306.0,2650000.0,4.0,4.0,8660.130718954248
4,"Casa para comprar com 150 m², 3 quartos, 3 banheiros, 4 vagas em
Centro, Jacareí",R$ 540.000,"Tamanho do imóvel
150 m²","Quantidade de quartos
3","Quantidade de banheiros
3","Quantidade de vagas de garagem
4",Casa,150.0,540000.0,3.0,4.0,3600.0
4,"Apartamento para comprar com 47 m², 2 quartos, 1 banheiro, 1 vaga em
Jardim Califórnia, Jacareí",R$ 233.200 Cond. R$ 300 • IPTU R$ 50,"Tamanho do imóvel
47 m²","Quantidade de quartos
2","Quantidade de banheiros
1","Quantidade de vagas de garagem
1",Apartamento,47.0,233200.0,2.0,1.0,4961.702127659574
4,"Casa para comprar com 135 m², 3 quartos, 2 banheiros, 2 vagas em
Residencial Parque dos Sinos, Jacareí",R$ 596.000 IPTU R$ 92,"Tamanho do imóvel
135 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Casa,135.0,596000.0,3.0,2.0,4414.814814814815
4,"Casa para comprar com 69 m², 2 quartos, 1 banheiro, 2 vagas em
Jardim Santa Marina, Jacareí",R$ 340.000 IPTU R$ 40,"Tamanho do imóvel
69 m²","Quantidade de quartos
2","Quantidade de banheiros
1","Quantidade de vagas de garagem
2",Casa,69.0,340000.0,2.0,2.0,4927.536231884058
4,"Sobrado para comprar com 160 m², 3 quartos, 2 banheiros, 2 vagas em
Vila Zezé, Jacareí",R$ 385.000 IPTU R$ 50,"Tamanho do imóvel
160 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Casa,160.0,385000.0,3.0,2.0,2406.25
4,"Casa para comprar com 80 m², 2 quartos, 1 banheiro, 2 vagas em
Jardim Santa Marina, Jacareí",R$ 290.000,"Tamanho do imóvel
80 m²","Quantidade de quartos
2","Quantidade de banheiros
1","Quantidade de vagas de garagem
2",Casa,80.0,290000.0,2.0,2.0,3625.0
4,"Apartamento para comprar com 79 m², 3 quartos, 1 banheiro, 2 vagas em
Vila Machado, Jacareí",R$ 400.000 Cond. R$ 478 Preço abaixo do mercado,"Tamanho do imóvel
79 m²","Quantidade de quartos
3","Quantidade de banheiros
1","Quantidade de vagas de garagem
2",Apartamento,79.0,400000.0,3.0,2.0,5063.291139240507
4,"Casa para comprar com 190 m², 3 quartos, 2 banheiros, 5 vagas em
Vila Martinez, Jacareí",R$ 640.000 IPTU R$ 120,"Tamanho do imóvel
190 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
5",Casa,190.0,640000.0,3.0,5.0,3368.4210526315787
4,"Apartamento para comprar com 50 m², 2 quartos, 1 banheiro, 1 vaga em
Parque dos Príncipes, Jacareí",R$ 298.000 Cond. R$ 310 • IPTU R$ 100,"Tamanho do imóvel
50 m²","Quantidade de quartos
2","Quantidade de banheiros
1","Quantidade de vagas de garagem
1",Apartamento,50.0,298000.0,2.0,1.0,5960.0
4,"Apartamento para comprar com 83 m², 3 quartos, 2 banheiros, 2 vagas em
Jardim Califórnia, Jacareí",R$ 499.999 Cond. R$ 400 • IPTU R$ 100,"Tamanho do imóvel
83 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Apartamento,83.0,499999.0,3.0,2.0,6024.084337349397
4,"Casa para comprar com 102 m², 2 quartos, 1 banheiro, 1 vaga em
Conjunto Habitacional Marinho, Jacareí",R$ 300.000,"Tamanho do imóvel
102 m²","Quantidade de quartos
2","Quantidade de banheiros
1","Quantidade de vagas de garagem
1",Casa,102.0,300000.0,2.0,1.0,2941.176470588235
4,"Apartamento para comprar com 76 m², 3 quartos, 2 banheiros, 2 vagas em
Jardim Santa Maria, Jacareí",R$ 447.000 Cond. R$ 510 • IPTU R$ 55,"Tamanho do imóvel
76 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Apartamento,76.0,447000.0,3.0,2.0,5881.578947368421
4,"Apartamento para comprar com 83 m², 3 quartos, 2 banheiros, 2 vagas em
Pagador de Andrade, Jacareí",R$ 575.000 Cond. R$ 500 Preço abaixo do mercado,"Tamanho do imóvel
83 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Apartamento,83.0,575000.0,3.0,2.0,6927.710843373494
4,"Sobrado para comprar com 140 m², 3 quartos, 1 banheiro, 1 vaga em
Jardim Maria Amélia, Jacareí",R$ 290.000,"Tamanho do imóvel
140 m²","Quantidade de quartos
3","Quantidade de banheiros
1","Quantidade de vagas de garagem
1",Casa,140.0,290000.0,3.0,1.0,2071.4285714285716
4,"Sobrado para comprar com 163 m², 2 quartos, 2 banheiros, 2 vagas em
Jardim Nova Esperança, Jacareí",R$ 400.000 IPTU R$ 587,"Tamanho do imóvel
163 m²","Quantidade de quartos
2","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Casa,163.0,400000.0,2.0,2.0,2453.98773006135
4,"Casa para comprar com 172 m², 3 quartos, 1 banheiro, 2 vagas em
Jardim Siesta, Jacareí",R$ 500.000 IPTU R$ 980 Preço abaixo do mercado,"Tamanho do imóvel
172 m²","Quantidade de quartos
3","Quantidade de banheiros
1","Quantidade de vagas de garagem
2",Casa,172.0,500000.0,3.0,2.0,2906.9767441860463
4,"Apartamento para comprar com 56 m², 2 quartos, 1 banheiro, 1 vaga em
Jardim Califórnia, Jacareí",R$ 650.000 Cond. R$ 304,"Tamanho do imóvel
56 m²","Quantidade de quartos
2","Quantidade de banheiros
1","Quantidade de vagas de garagem
1",Apartamento,56.0,650000.0,2.0,1.0,11607.142857142857
4,"Casa para comprar com 175 m², 2 quartos, 2 banheiros, 5 vagas em
Residencial Parque dos Sinos, Jacareí",R$ 465.000 IPTU R$ 68,"Tamanho do imóvel
175 m²","Quantidade de quartos
2","Quantidade de banheiros
2","Quantidade de vagas de garagem
5",Casa,175.0,465000.0,2.0,5.0,2657.1428571428573
4,"Casa para comprar com 135 m², 2 quartos, 2 banheiros, 2 vagas em
Residencial Parque dos Sinos, Jacareí",R$ 495.000,"Tamanho do imóvel
135 m²","Quantidade de quartos
2","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Casa,135.0,495000.0,2.0,2.0,3666.6666666666665
4,"Casa para comprar com 70 m², 3 quartos, 1 banheiro, 2 vagas em
Jardim das Oliveiras, Jacareí",R$ 371.000 IPTU R$ 800,"Tamanho do imóvel
70 m²","Quantidade de quartos
3","Quantidade de banheiros
1","Quantidade de vagas de garagem
2",Casa,70.0,371000.0,3.0,2.0,5300.0
4,"Apartamento para comprar com 40 m², 2 quartos, 1 banheiro, 1 vaga em
Jardim Paraíso, Jacareí",R$ 280.000 Cond. R$ 242 • IPTU R$ 90,"Tamanho do imóvel
40 m²","Quantidade de quartos
2","Quantidade de banheiros
1","Quantidade de vagas de garagem
1",Apartamento,40.0,280000.0,2.0,1.0,7000.0
5,"Apartamento para comprar com 72 m², 3 quartos, 2 banheiros, 2 vagas em
Loteamento Villa Branca, Jacareí",R$ 680.000 Cond. R$ 400 • IPTU R$ 80,"Tamanho do imóvel
72 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Apartamento,72.0,680000.0,3.0,2.0,9444.444444444445
5,"Apartamento para comprar com 80 m², 3 quartos, 2 banheiros, 2 vagas em
Jardim Califórnia, Jacareí",R$ 510.000 Cond. R$ 480 • IPTU R$ 500,"Tamanho do imóvel
80 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Apartamento,80.0,510000.0,3.0,2.0,6375.0
5,"Casa para comprar com 69 m², 2 quartos, 1 banheiro em
Cidade Nova Jacareí, Jacareí",R$ 300.000,"Tamanho do imóvel
69 m²","Quantidade de quartos
2","Quantidade de banheiros
1",,Casa,69.0,300000.0,2.0,,4347.826086956522
5,"Casa para comprar com 129 m², 2 quartos, 2 banheiros, 2 vagas em
Parque Itamarati, Jacareí",R$ 480.000,"Tamanho do imóvel
129 m²","Quantidade de quartos
2","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Casa,129.0,480000.0,2.0,2.0,3720.9302325581393
5,"Apartamento para comprar com 54 m², 2 quartos, 1 banheiro, 1 vaga em
Jardim Califórnia, Jacareí",R$ 470.000 Cond. R$ 500 • IPTU R$ 50,"Tamanho do imóvel
54 m²","Quantidade de quartos
2","Quantidade de banheiros
1","Quantidade de vagas de garagem
1",Apartamento,54.0,470000.0,2.0,1.0,8703.703703703704
5,"Apartamento para comprar com 80 m², 3 quartos, 2 banheiros, 2 vagas em
Vila Machado, Jacareí",R$ 470.000 Cond. R$ 513 • IPTU R$ 788,"Tamanho do imóvel
80 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Apartamento,80.0,470000.0,3.0,2.0,5875.0
5,"Apartamento para comprar com 66 m², 2 quartos, 2 banheiros, 1 vaga em
Vila Machado, Jacareí",R$ 320.000 Cond. R$ 380 Preço abaixo do mercado,"Tamanho do imóvel
66 m²","Quantidade de quartos
2","Quantidade de banheiros
2","Quantidade de vagas de garagem
1",Apartamento,66.0,320000.0,2.0,1.0,4848.484848484848
5,"Casa de condomínio para comprar com 64 m², 2 quartos, 1 banheiro, 1 vaga em
Jardim Jacinto, Jacareí",R$ 275.000 Cond. R$ 390 • IPTU R$ 50,"Tamanho do imóvel
64 m²","Quantidade de quartos
2","Quantidade de banheiros
1","Quantidade de vagas de garagem
1",Casa,64.0,275000.0,2.0,1.0,4296.875
5,"Casa para comprar com 174 m², 3 quartos, 1 banheiro, 3 vagas em
Jardim Jacinto, Jacareí",R$ 480.000 Preço abaixo do mercado,"Tamanho do imóvel
174 m²","Quantidade de quartos
3","Quantidade de banheiros
1","Quantidade de vagas de garagem
3",Casa,174.0,480000.0,3.0,3.0,2758.6206896551726
5,"Apartamento para comprar com 88 m², 3 quartos, 2 banheiros, 2 vagas em
Vila Machado, Jacareí",R$ 480.000 Cond. R$ 520 • IPTU R$ 43,"Tamanho do imóvel
88 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Apartamento,88.0,480000.0,3.0,2.0,5454.545454545455
