pagina,endereco,preco,area,quartos,banheiros,vagas,tipo,area_m2,preco_venda,qtd_quartos,qtd_vagas,preco_m2
23,"Lote/Terreno para comprar com 140 m² em
Residencial Santa Paula, Jacareí",R$ 165.000,"Tamanho do imóvel
140 m²",,,,Terreno,140.0,165000.0,,,1178.5714285714287
23,"Lote/Terreno para comprar com 5000 m² em
Centro, Jacareí",R$ 241.999,"Tamanho do imóvel
5000 m²",,,,Terreno,5000.0,241999.0,,,48.3998
24,"Lote/Terreno para comprar com 207 m² em
Loteamento Villa Branca, Jacareí",R$ 420.000,"Tamanho do imóvel
207 m²",,,,Terreno,207.0,420000.0,,,2028.9855072463768
24,"Lote/Terreno para comprar com 295 m² em
Cidade Jardim, Jacareí",R$ 320.000 IPTU R$ 1.610,"Tamanho do imóvel
295 m²",,,,Terreno,295.0,320000.0,,,1084.7457627118645
24,"Lote/Terreno para comprar com 250 m² em
Loteamento Villa Branca, Jacareí",R$ 400.000 IPTU R$ 80,"Tamanho do imóvel
250 m²",,,,Terreno,250.0,400000.0,,,1600.0
24,"Lote/Terreno para comprar com 250 m² em
Jardim Residencial Golden Park, Jacareí",R$ 355.000 Cond. R$ 463 • IPTU R$ 550,"Tamanho do imóvel
250 m²",,,,Terreno,250.0,355000.0,,,1420.0
24,"Lote/Terreno para comprar com 383 m² em
Cidade Jardim, Jacareí",R$ 350.000,"Tamanho do imóvel
383 m²",,,,Terreno,383.0,350000.0,,,913.8381201044386
24,"Lote/Terreno para comprar com 380 m² em
Jardim Flórida, Jacareí",R$ 371.000,"Tamanho do imóvel
380 m²",,,,Terreno,380.0,371000.0,,,976.3157894736842
24,"Lote/Terreno para comprar com 300 m² em
Jardim Santa Maria, Jacareí",R$ 330.000,"Tamanho do imóvel
300 m²",,,,Terreno,300.0,330000.0,,,1100.0
25,"Lote/Terreno para comprar com 250 m², 1 banheiro, 5 vagas em
Jardim Didinha, Jacareí",R$ 223.000,"Tamanho do imóvel
250 m²",,"Quantidade de banheiros
1","Quantidade de vagas de garagem
5",Terreno,250.0,223000.0,,5.0,892.0
25,"Lote/Terreno para comprar com 472 m² em
Jardim Flórida, Jacareí",R$ 480.000,"Tamanho do imóvel
472 m²",,,,Terreno,472.0,480000.0,,,1016.9491525423729
25,"Lote/Terreno para comprar com 324 m² em
Jardim Marister, Jacareí",R$ 350.000,"Tamanho do imóvel
324 m²",,,,Terreno,324.0,350000.0,,,1080.2469135802469
26,"Lote/Terreno para comprar com 5000 m² em
Centro, Jacareí",R$ 240.000 Cond. R$ 1,"Tamanho do imóvel
5000 m²",,,,Terreno,5000.0,240000.0,,,48.0
26,"Lote/Terreno para comprar com 256 m² em
Jardim Jacinto, Jacareí",R$ 310.000 Cond. R$ 350,"Tamanho do imóvel
256 m²",,,,Terreno,256.0,310000.0,,,1210.9375
26,"Lote/Terreno para comprar com 600 m² em
Centro, Jacareí",R$ 69.990 Cond. R$ 70,"Tamanho do imóvel
600 m²",,,,Terreno,600.0,69990.0,,,116.65
26,"Lote/Terreno para comprar com 0 m² em
Jardim Jacinto, Jacareí",R$ 320.000 Cond. R$ 277,"Tamanho do imóvel
0 m²",,,,Terreno,0.0,320000.0,,,inf
27,"Lote/Terreno para comprar com 173 m² em
Residencial Santa Paula, Jacareí",R$ 180.000 IPTU R$ 420,"Tamanho do imóvel
173 m²",,,,Terreno,173.0,180000.0,,,1040.4624277456646
27,"Lote/Terreno para comprar com 5000 m² em
Centro, Jacareí",R$ 242.000,"Tamanho do imóvel
5000 m²",,,,Terreno,5000.0,242000.0,,,48.4
27,"Lote/Terreno para comprar com 254 m² em
Jardim das Oliveiras, Jacareí",R$ 240.000 IPTU R$ 747,"Tamanho do imóvel
254 m²",,,,Terreno,254.0,240000.0,,,944.8818897637796
27,"Lote/Terreno para comprar com 7514 m² em
Cidade Salvador, Jacareí",R$ 1.100.000 IPTU R$ 21.000,"Tamanho do imóvel
7514 m²",,,,Terreno,7514.0,1100000.0,,,146.3933989885547
27,"Lote/Terreno para comprar com 250 m² em
Cidade Jardim, Jacareí",R$ 235.000 IPTU R$ 1.281,"Tamanho do imóvel
250 m²",,,,Terreno,250.0,235000.0,,,940.0
28,"Lote/Terreno para comprar com 250 m² em
Loteamento Villa Branca, Jacareí",R$ 550.000,"Tamanho do imóvel
250 m²",,,,Terreno,250.0,550000.0,,,2200.0
28,"Lote/Terreno para comprar com 212 m² em
Jardim Jacinto, Jacareí",R$ 300.000 Cond. R$ 450,"Tamanho do imóvel
212 m²",,,,Terreno,212.0,300000.0,,,1415.0943396226414
28,"Lote/Terreno para comprar com 250 m² em
Jardim Terras de Santa Helena, Jacareí",R$ 149.900,"Tamanho do imóvel
250 m²",,,,Terreno,250.0,149900.0,,,599.6
28,"Lote/Terreno para comprar com 314 m² em
Cidade Jardim, Jacareí",R$ 300.000 Cond. R$ 150,"Tamanho do imóvel
314 m²",,,,Terreno,314.0,300000.0,,,955.4140127388536
28,"Lote/Terreno para comprar com 250 m² em
Condomínio Residencial Fogaça, Jacareí",R$ 350.000,"Tamanho do imóvel
250 m²",,,,Terreno,250.0,350000.0,,,1400.0
28,"Lote/Terreno para comprar com 250 m² em
Jardim Residencial Golden Park, Jacareí",R$ 315.000 Cond. R$ 350 • IPTU R$ 1.000,"Tamanho do imóvel
250 m²",,,,Terreno,250.0,315000.0,,,1260.0
28,"Lote/Terreno para comprar com 136 m² em
Parque Imperial, Jacareí",R$ 110.000,"Tamanho do imóvel
136 m²",,,,Terreno,136.0,110000.0,,,808.8235294117648
29,"Lote/Terreno para comprar com 350 m² em
Loteamento Villa Branca, Jacareí",R$ 650.000 Cond. R$ 670 • IPTU R$ 2.000,"Tamanho do imóvel
350 m²",,,,Terreno,350.0,650000.0,,,1857.142857142857
29,"Lote/Terreno para comprar com 356 m² em
Jardim Santa Maria, Jacareí",R$ 390.000 IPTU R$ 150,"Tamanho do imóvel
356 m²",,,,Terreno,356.0,390000.0,,,1095.5056179775281
29,"Lote/Terreno para comprar com 225 m² em
Jardim Leblon, Jacareí",R$ 125.000 IPTU R$ 332,"Tamanho do imóvel
225 m²",,,,Terreno,225.0,125000.0,,,555.5555555555555
29,"Lote/Terreno para comprar com 150 m² em
Jardim Califórnia, Jacareí",R$ 270.000,"Tamanho do imóvel
150 m²",,,,Terreno,150.0,270000.0,,,1800.0
29,"Lote/Terreno para comprar com 250 m² em
Condomínio Vem Viver Jacareí, Jacareí",R$ 565.000 Cond. R$ 350 • IPTU R$ 60,"Tamanho do imóvel
250 m²",,,,Terreno,250.0,565000.0,,,2260.0
30,"Lote/Terreno para comprar com 330 m² em
Jardim Flórida, Jacareí",R$ 325.000 IPTU R$ 280,"Tamanho do imóvel
330 m²",,,,Terreno,330.0,325000.0,,,984.8484848484849
30,"Lote/Terreno para comprar com 1456 m² em
Chácaras Reunidas Igarapés, Jacareí",R$ 230.000 IPTU R$ 85,"Tamanho do imóvel
1456 m²",,,,Terreno,1456.0,230000.0,,,157.96703296703296
30,"Lote/Terreno para comprar com 5000 m² em
Centro, Jacareí",R$ 241.999,"Tamanho do imóvel
5000 m²",,,,Terreno,5000.0,241999.0,,,48.3998
30,"Lote/Terreno para comprar com 125 m² em
Jardim Emília, Jacareí",R$ 135.000 IPTU R$ 402,"Tamanho do imóvel
125 m²",,,,Terreno,125.0,135000.0,,,1080.0
30,"Lote/Terreno para comprar com 350 m² em
Loteamento Villa Branca, Jacareí",R$ 630.000 Cond. R$ 450 • IPTU R$ 1.000,"Tamanho do imóvel
350 m²",,,,Terreno,350.0,630000.0,,,1800.0
30,"Lote/Terreno para comprar com 125 m² em
Jardim Novo Amanhecer, Jacareí",R$ 120.000 IPTU R$ 1.000,"Tamanho do imóvel
125 m²",,,,Terreno,125.0,120000.0,,,960.0
31,"Lote/Terreno para comprar com 250 m² em
Loteamento Villa Branca, Jacareí",R$ 375.000 IPTU R$ 110,"Tamanho do imóvel
250 m²",,,,Terreno,250.0,375000.0,,,1500.0
31,"Lote/Terreno para comprar com 250 m² em
Condomínio Vem Viver Jacareí, Jacareí",R$ 445.000 Cond. R$ 438 • IPTU R$ 1.000,"Tamanho do imóvel
250 m²",,,,Terreno,250.0,445000.0,,,1780.0
31,"Lote/Terreno para comprar com 250 m² em
Loteamento Villa Branca, Jacareí",R$ 480.000 IPTU R$ 150,"Tamanho do imóvel
250 m²",,,,Terreno,250.0,480000.0,,,1920.0
31,"Lote/Terreno para comprar com 5000 m² em
Centro, Jacareí",R$ 240.000 Cond. R$ 1,"Tamanho do imóvel
5000 m²",,,,Terreno,5000.0,240000.0,,,48.0
31,"Lote/Terreno para comprar com 250 m² em
Jardim Residencial Golden Park, Jacareí",R$ 383.000 Cond. R$ 450 • IPTU R$ 837,"Tamanho do imóvel
250 m²",,,,Terreno,250.0,383000.0,,,1532.0
31,"Lote/Terreno para comprar com 150 m² em
Jardim do Marquês, Jacareí",R$ 173.000,"Tamanho do imóvel
150 m²",,,,Terreno,150.0,173000.0,,,1153.3333333333333
32,"Lote/Terreno para comprar com 1594 m² em
Chácaras Rurais Guararema, Jacareí",R$ 200.000,"Tamanho do imóvel
1594 m²",,,,Terreno,1594.0,200000.0,,,125.47051442910916
32,"Lote/Terreno para comprar com 250 m² em
Residencial Santa Paula, Jacareí",R$ 276.000 IPTU R$ 940,"Tamanho do imóvel
250 m²",,,,Terreno,250.0,276000.0,,,1104.0
32,"Lote/Terreno para comprar com 495 m² em
Cidade Salvador, Jacareí",R$ 480.000,"Tamanho do imóvel
495 m²",,,,Terreno,495.0,480000.0,,,969.6969696969697
32,"Lote/Terreno para comprar com 360 m² em
Jardim Califórnia, Jacareí",R$ 600.000 Cond. R$ 400 • IPTU R$ 150,"Tamanho do imóvel
360 m²",,,,Terreno,360.0,600000.0,,,1666.6666666666667
32,"Lote/Terreno para comprar com 259 m² em
Jardim Jacinto, Jacareí",R$ 310.000 Cond. R$ 300 • IPTU R$ 88,"Tamanho do imóvel
259 m²",,,,Terreno,259.0,310000.0,,,1196.9111969111968
32,"Lote/Terreno para comprar com 250 m² em
Cidade Jardim, Jacareí",R$ 230.000 IPTU R$ 1.011,"Tamanho do imóvel
250 m²",,,,Terreno,250.0,230000.0,,,920.0
33,"Lote/Terreno para comprar com 150 m² em
Jardim do Marquês, Jacareí",R$ 135.000,"Tamanho do imóvel
150 m²",,,,Terreno,150.0,135000.0,,,900.0
33,"Lote/Terreno para comprar com 250 m² em
Jardim Didinha, Jacareí",R$ 300.000 IPTU R$ 45,"Tamanho do imóvel
250 m²",,,,Terreno,250.0,300000.0,,,1200.0
33,"Lote/Terreno para comprar com 380 m² em
Jardim Flórida, Jacareí",R$ 371.000,"Tamanho do imóvel
380 m²",,,,Terreno,380.0,371000.0,,,976.3157894736842
33,"Lote/Terreno para comprar com 360 m² em
Jardim Colônia, Jacareí",R$ 192.000 IPTU R$ 46,"Tamanho do imóvel
360 m²",,,,Terreno,360.0,192000.0,,,533.3333333333334
33,"Lote/Terreno para comprar com 380 m² em
Jardim Flórida, Jacareí",R$ 371.000,"Tamanho do imóvel
380 m²",,,,Terreno,380.0,371000.0,,,976.3157894736842
34,"Lote/Terreno para comprar com 300 m² em
Jardim Santa Maria, Jacareí",R$ 330.000,"Tamanho do imóvel
300 m²",,,,Terreno,300.0,330000.0,,,1100.0
34,"Lote/Terreno para comprar com 870 m² em
Jardim Nova Esperança, Jacareí",R$ 450.000,"Tamanho do imóvel
870 m²",,,,Terreno,870.0,450000.0,,,517.2413793103449
34,"Lote/Terreno para comprar com 295 m² em
Jardim Bela Vista, Jacareí",R$ 150.000,"Tamanho do imóvel
295 m²",,,,Terreno,295.0,150000.0,,,508.47457627118644
34,"Lote/Terreno para comprar com 1000 m² em
Cidade Jardim, Jacareí",R$ 600.000 Cond. R$ 650 • IPTU R$ 1.300,"Tamanho do imóvel
1000 m²",,,,Terreno,1000.0,600000.0,,,600.0
34,"Lote/Terreno para comprar com 250 m² em
Condomínio Vem Viver Jacareí, Jacareí",R$ 540.000 Cond. R$ 400 • IPTU R$ 70,"Tamanho do imóvel
250 m²",,,,Terreno,250.0,540000.0,,,2160.0
35,"Lote/Terreno para comprar com 250 m² em
Loteamento Villa Branca, Jacareí",R$ 375.000,"Tamanho do imóvel
250 m²",,,,Terreno,250.0,375000.0,,,1500.0
35,"Lote/Terreno para comprar com 144 m² em
Residencial Santa Paula, Jacareí",R$ 150.000 IPTU R$ 35,"Tamanho do imóvel
144 m²",,,,Terreno,144.0,150000.0,,,1041.6666666666667
36,"Lote/Terreno para comprar com 350 m² em
Jardim Santa Maria, Jacareí",R$ 375.000 IPTU R$ 40,"Tamanho do imóvel
350 m²",,,,Terreno,350.0,375000.0,,,1071.4285714285713
36,"Lote/Terreno para comprar com 502 m² em
Santa Cruz dos Lázaros, Jacareí",R$ 320.000 IPTU R$ 800,"Tamanho do imóvel
502 m²",,,,Terreno,502.0,320000.0,,,637.4501992031873
36,"Lote/Terreno para comprar com 256 m² em
Jardim Jacinto, Jacareí",R$ 310.000 Cond. R$ 350,"Tamanho do imóvel
256 m²",,,,Terreno,256.0,310000.0,,,1210.9375
37,"Lote/Terreno para comprar com 250 m² em
Condomínio Vem Viver Jacareí, Jacareí",R$ 426.000 Cond. R$ 450 • IPTU R$ 120,"Tamanho do imóvel
250 m²",,,,Terreno,250.0,426000.0,,,1704.0
37,"Lote/Terreno para comprar com 250 m² em
Jardim Residencial Golden Park, Jacareí",R$ 350.000,"Tamanho do imóvel
250 m²",,,,Terreno,250.0,350000.0,,,1400.0
37,"Lote/Terreno para comprar com 5000 m² em
Centro, Jacareí",R$ 242.000,"Tamanho do imóvel
5000 m²",,,,Terreno,5000.0,242000.0,,,48.4
37,"Lote/Terreno para comprar com 1057 m² em
Jardim Nova Esperança, Jacareí",R$ 360.000 IPTU R$ 648,"Tamanho do imóvel
1057 m²",,,,Terreno,1057.0,360000.0,,,340.58656575212865
37,"Lote/Terreno para comprar com 240 m² em
Jardim Flórida, Jacareí",R$ 270.000,"Tamanho do imóvel
240 m²",,,,Terreno,240.0,270000.0,,,1125.0
37,"Lote/Terreno para comprar com 5000 m² em
Centro, Jacareí",R$ 240.000 Cond. R$ 1,"Tamanho do imóvel
5000 m²",,,,Terreno,5000.0,240000.0,,,48.0
37,"Lote/Terreno para comprar com 250 m² em
Jardim Terras de Santa Helena, Jacareí",R$ 149.900,"Tamanho do imóvel
250 m²",,,,Terreno,250.0,149900.0,,,599.6
38,"Lote/Terreno para comprar com 1296 m² em
Jardim Santo Antônio da Boa Vista, Jacareí",R$ 370.000,"Tamanho do imóvel
1296 m²",,,,Terreno,1296.0,370000.0,,,285.4938271604938
38,"Lote/Terreno para comprar com 1000 m² em
Parque Residencial Jequitibá, Jacareí",R$ 490.000 Cond. R$ 700 • IPTU R$ 600,"Tamanho do imóvel
1000 m²",,,,Terreno,1000.0,490000.0,,,490.0
38,"Lote/Terreno para comprar com 2436 m² em
Jardim Nova Esperança, Jacareí",R$ 260.000 Cond. R$ 850,"Tamanho do imóvel
2436 m²",,,,Terreno,2436.0,260000.0,,,106.73234811165845
38,"Lote/Terreno para comprar com 2436 m² em
Jardim Nova Esperança, Jacareí",R$ 260.000 Cond. R$ 850,"Tamanho do imóvel
2436 m²",,,,Terreno,2436.0,260000.0,,,106.73234811165845
38,"Lote/Terreno para comprar com 250 m² em
Cidade Jardim, Jacareí",R$ 350.000 IPTU R$ 40,"Tamanho do imóvel
250 m²",,,,Terreno,250.0,350000.0,,,1400.0
38,"Lote/Terreno para comprar com 259 m² em
Jardim Jacinto, Jacareí",R$ 310.000 Cond. R$ 450,"Tamanho do imóvel
259 m²",,,,Terreno,259.0,310000.0,,,1196.9111969111968
38,"Imóvel para comprar com 120 m², 3 quartos, 2 banheiros, 2 vagas em
Loteamento Villa Branca, Jacareí",R$ 959.990 IPTU R$ 80,"Tamanho do imóvel
120 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
2",Terreno,120.0,959990.0,3.0,2.0,7999.916666666667
38,"Lote/Terreno para comprar com 1102 m² em
Jardim Nova Esperança, Jacareí",R$ 250.000 Cond. R$ 830 • IPTU R$ 900,"Tamanho do imóvel
1102 m²",,,,Terreno,1102.0,250000.0,,,226.86025408348456
39,"Lote/Terreno para comprar com 150 m² em
Jardim Nova Esperança, Jacareí",R$ 150.000,"Tamanho do imóvel
150 m²",,,,Terreno,150.0,150000.0,,,1000.0
39,"Lote/Terreno para comprar com 125 m² em
Jardim Emília, Jacareí",R$ 147.896,"Tamanho do imóvel
125 m²",,,,Terreno,125.0,147896.0,,,1183.168
39,"Lote/Terreno para comprar com 250 m² em
Loteamento Villa Branca, Jacareí",R$ 424.000 IPTU R$ 250,"Tamanho do imóvel
250 m²",,,,Terreno,250.0,424000.0,,,1696.0
39,"Lote/Terreno para comprar com 343 m² em
Jardim Maria Amélia, Jacareí",R$ 130.000 IPTU R$ 801,"Tamanho do imóvel
343 m²",,,,Terreno,343.0,130000.0,,,379.0087463556851
39,"Imóvel para comprar com 120 m², 3 quartos, 2 banheiros, 12 vagas em
Loteamento Villa Branca, Jacareí",R$ 960.000 IPTU R$ 95,"Tamanho do imóvel
120 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
12",Terreno,120.0,960000.0,3.0,12.0,8000.0
40,"Imóvel para comprar com 120 m², 3 quartos, 2 banheiros, 12 vagas em
Loteamento Villa Branca, Jacareí",R$ 960.000 IPTU R$ 95,"Tamanho do imóvel
120 m²","Quantidade de quartos
3","Quantidade de banheiros
2","Quantidade de vagas de garagem
12",Terreno,120.0,960000.0,3.0,12.0,8000.0
40,"Lote/Terreno para comprar com 250 m² em
Jardim do Vale, Jacareí",R$ 195.000,"Tamanho do imóvel
250 m²",,,,Terreno,250.0,195000.0,,,780.0
40,"Lote/Terreno para comprar com 250 m² em
Condomínio Vem Viver Jacareí, Jacareí",R$ 435.000 Cond. R$ 438 • IPTU R$ 912,"Tamanho do imóvel
250 m²",,,,Terreno,250.0,435000.0,,,1740.0
40,"Lote/Terreno para comprar com 5000 m² em
Centro, Jacareí",R$ 240.000 Cond. R$ 1,"Tamanho do imóvel
5000 m²",,,,Terreno,5000.0,240000.0,,,48.0
40,"Lote/Terreno para comprar com 339 m² em
Parque dos Príncipes, Jacareí",R$ 550.000,"Tamanho do imóvel
339 m²",,,,Terreno,339.0,550000.0,,,1622.4188790560472
40,"Lote/Terreno para comprar com 5000 m² em
Centro, Jacareí",R$ 242.000,"Tamanho do imóvel
5000 m²",,,,Terreno,5000.0,242000.0,,,48.4
40,"Lote/Terreno para comprar com 1000 m² em
Condomínio Residencial Mirante do Vale, Jacareí",R$ 650.000 Cond. R$ 852 • IPTU R$ 1.450,"Tamanho do imóvel
1000 m²",,,,Terreno,1000.0,650000.0,,,650.0
41,"Lote/Terreno para comprar com 250 m² em
Condomínio Vem Viver Jacareí, Jacareí",R$ 532.000 Cond. R$ 480 • IPTU R$ 1.200,"Tamanho do imóvel
250 m²",,,,Terreno,250.0,532000.0,,,2128.0
41,"Lote/Terreno para comprar com 207 m² em
Loteamento Villa Branca, Jacareí",R$ 420.000,"Tamanho do imóvel
207 m²",,,,Terreno,207.0,420000.0,,,2028.9855072463768
41,"Lote/Terreno para comprar com 343 m² em
Jardim Maria Amélia, Jacareí",R$ 130.000 IPTU R$ 801,"Tamanho do imóvel
343 m²",,,,Terreno,343.0,130000.0,,,379.0087463556851
41,"Lote/Terreno para comprar com 1000 m² em
Condomínio Residencial Mirante do Vale, Jacareí",R$ 650.000 Cond. R$ 852 • IPTU R$ 1.450,"Tamanho do imóvel
1000 m²",,,,Terreno,1000.0,650000.0,,,650.0
41,"Lote/Terreno para comprar com 329 m² em
Residencial São Paulo, Jacareí",R$ 400.000 Cond. R$ 550 • IPTU R$ 120,"Tamanho do imóvel
329 m²",,,,Terreno,329.0,400000.0,,,1215.80547112462
41,"Lote/Terreno para comprar com 225 m² em
Jardim Leblon, Jacareí",R$ 139.000,"Tamanho do imóvel
225 m²",,,,Terreno,225.0,139000.0,,,617.7777777777778
42,"Lote/Terreno para comprar com 245 m² em
Loteamento Villa Branca, Jacareí",R$ 350.000,"Tamanho do imóvel
245 m²",,,,Terreno,245.0,350000.0,,,1428.5714285714287
42,"Lote/Terreno para comprar com 250 m² em
Jardim Residencial Golden Park, Jacareí",R$ 350.000 Cond. R$ 450 • IPTU R$ 100,"Tamanho do imóvel
250 m²",,,,Terreno,250.0,350000.0,,,1400.0
42,"Lote/Terreno para comprar com 1204 m² em
Veraneio Irajá, Jacareí",R$ 260.000,"Tamanho do imóvel
1204 m²",,,,Terreno,1204.0,260000.0,,,215.9468438538206
43,"Lote/Terreno para comprar com 1204 m² em
Veraneio Irajá, Jacareí",R$ 260.000,"Tamanho do imóvel
1204 m²",,,,Terreno,1204.0,260000.0,,,215.9468438538206
43,"Lote/Terreno para comprar com 1028 m² em
Veraneio Irajá, Jacareí",R$ 200.000 Cond. R$ 650 • IPTU R$ 980,"Tamanho do imóvel
1028 m²",,,,Terreno,1028.0,200000.0,,,194.55252918287937
43,"Lote/Terreno para comprar com 250 m² em
Loteamento Villa Branca, Jacareí",R$ 400.000 IPTU R$ 150,"Tamanho do imóvel
250 m²",,,,Terreno,250.0,400000.0,,,1600.0
43,"Lote/Terreno para comprar com 500 m² em
Centro, Jacareí",R$ 245.000 Cond. R$ 1,"Tamanho do imóvel
500 m²",,,,Terreno,500.0,245000.0,,,490.0
44,"Lote/Terreno para comprar com 1031 m² em
Loteamento Residencial Parque Lago Dourado, Jacareí",R$ 270.000 Cond. R$ 850,"Tamanho do imóvel
1031 m²",,,,Terreno,1031.0,270000.0,,,261.88166828322016
44,"Lote/Terreno para comprar com 2177 m² em
Jardim Nova Esperança, Jacareí",R$ 430.000,"Tamanho do imóvel
2177 m²",,,,Terreno,2177.0,430000.0,,,197.51952227836472
44,"Lote/Terreno para comprar com 212 m² em
Jardim Jacinto, Jacareí",R$ 300.000 Cond. R$ 500,"Tamanho do imóvel
212 m²",,,,Terreno,212.0,300000.0,,,1415.0943396226414
44,"Lote/Terreno para comprar com 140 m² em
Residencial Santa Paula, Jacareí",R$ 155.000 IPTU R$ 200,"Tamanho do imóvel
140 m²",,,,Terreno,140.0,155000.0,,,1107.142857142857
44,"Imóvel para comprar com 173 m², 3 quartos, 1 banheiro, 2 vagas em
Loteamento Villa Branca, Jacareí",R$ 880.000 IPTU R$ 122,"Tamanho do imóvel
173 m²","Quantidade de quartos
3","Quantidade de banheiros
1","Quantidade de vagas de garagem
2",Terreno,173.0,880000.0,3.0,2.0,5086.705202312139
45,"Lote/Terreno para comprar com 250 m² em
Loteamento Villa Branca, Jacareí",R$ 437.000 IPTU R$ 113,"Tamanho do imóvel
250 m²",,,,Terreno,250.0,437000.0,,,1748.0
45,"Lote/Terreno para comprar com 450 m² em
Condomínio Vem Viver Jacareí, Jacareí",R$ 532.000 Cond. R$ 480,"Tamanho do imóvel
450 m²",,,,Terreno,450.0,532000.0,,,1182.2222222222222
45,"Lote/Terreno para comprar com 1029 m² em
Cidade Jardim, Jacareí",R$ 450.000 Cond. R$ 700 • IPTU R$ 900,"Tamanho do imóvel
1029 m²",,,,Terreno,1029.0,450000.0,,,437.3177842565598
46,"Lote/Terreno para comprar com 250 m², 1 vaga em
Loteamento Villa Branca, Jacareí",R$ 395.000 IPTU R$ 65,"Tamanho do imóvel
250 m²",,,"Quantidade de vagas de garagem
1",Terreno,250.0,395000.0,,1.0,1580.0
46,"Lote/Terreno para comprar com 443 m² em
Jardim São Luiz, Jacareí",R$ 350.000 IPTU R$ 900,"Tamanho do imóvel
443 m²",,,,Terreno,443.0,350000.0,,,790.0677200902935
46,"Lote/Terreno para comprar com 250 m² em
Loteamento Villa Branca, Jacareí",R$ 450.000,"Tamanho do imóvel
250 m²",,,,Terreno,250.0,450000.0,,,1800.0
46,"Lote/Terreno para comprar com 238 m² em
Residencial Santa Paula, Jacareí",R$ 280.000 IPTU R$ 200,"Tamanho do imóvel
238 m²",,,,Terreno,238.0,280000.0,,,1176.4705882352941
46,"Lote/Terreno para comprar com 273 m² em
Jardim São Gabriel, Jacareí",R$ 390.000 Cond. R$ 420 • IPTU R$ 635,"Tamanho do imóvel
273 m²",,,,Terreno,273.0,390000.0,,,1428.5714285714287
46,"Lote/Terreno para comprar com 250 m² em
Loteamento Villa Branca, Jacareí",R$ 430.000,"Tamanho do imóvel
250 m²",,,,Terreno,250.0,430000.0,,,1720.0
46,"Lote/Terreno para comprar com 250 m² em
Condomínio Vem Viver Jacareí, Jacareí",R$ 480.000,"Tamanho do imóvel
250 m²",,,,Terreno,250.0,480000.0,,,1920.0
46,"Lote/Terreno para comprar com 1100 m² em
Chácaras Santa Maria, Jacareí",R$ 170.000,"Tamanho do imóvel
1100 m²",,,,Terreno,1100.0,170000.0,,,154.54545454545453
46,"Imóvel para comprar com 98 m², 3 quartos, 1 banheiro, 2 vagas em
Loteamento Villa Branca, Jacareí",R$ 620.000 IPTU R$ 700,"Tamanho do imóvel
98 m²","Quantidade de quartos
3","Quantidade de banheiros
1","Quantidade de vagas de garagem
2",Terreno,98.0,620000.0,3.0,2.0,6326.530612244898
47,"Lote/Terreno para comprar com 150 m² em
Jardim do Marquês, Jacareí",R$ 121.900,"Tamanho do imóvel
150 m²",,,,Terreno,150.0,121900.0,,,812.6666666666666
47,"Lote/Terreno para comprar com 250 m² em
Condomínio Vem Viver Jacareí, Jacareí",R$ 480.000 Cond. R$ 404,"Tamanho do imóvel
250 m²",,,,Terreno,250.0,480000.0,,,1920.0
47,"Lote/Terreno para comprar com 400 m² em
Jardim Terras de São João, Jacareí",R$ 350.000,"Tamanho do imóvel
400 m²",,,,Terreno,400.0,350000.0,,,875.0
47,"Lote/Terreno para comprar com 546 m² em
Condomínio Vem Viver Jacareí, Jacareí",R$ 590.000 Cond. R$ 390 • IPTU R$ 1.800,"Tamanho do imóvel
546 m²",,,,Terreno,546.0,590000.0,,,1080.5860805860807
47,"Lote/Terreno para comprar com 1000 m² em
Condomínio Residencial Mirante do Vale, Jacareí",R$ 855.000 Cond. R$ 450 • IPTU R$ 1.523,"Tamanho do imóvel
1000 m²",,,,Terreno,1000.0,855000.0,,,855.0
47,"Lote/Terreno para comprar com 250 m² em
Loteamento Villa Branca, Jacareí",R$ 410.000 IPTU R$ 450,"Tamanho do imóvel
250 m²",,,,Terreno,250.0,410000.0,,,1640.0
48,"Lote/Terreno para comprar com 311 m² em
Residencial São Paulo, Jacareí",R$ 371.000,"Tamanho do imóvel
311 m²",,,,Terreno,311.0,371000.0,,,1192.926045016077
48,"Lote/Terreno para comprar com 125 m² em
Jardim Novo Amanhecer, Jacareí",R$ 107.000,"Tamanho do imóvel
125 m²",,,,Terreno,125.0,107000.0,,,856.0
48,"Lote/Terreno para comprar com 1021 m² em
Jardim Terras de Santa Helena, Jacareí",R$ 535.000 Cond. R$ 550 • IPTU R$ 55,"Tamanho do imóvel
1021 m²",,,,Terreno,1021.0,535000.0,,,523.996082272282
48,"Lote/Terreno para comprar com 1000 m² em
Da Cerejeira, Jacareí",R$ 530.000 Cond. R$ 600 • IPTU R$ 1.210,"Tamanho do imóvel
1000 m²",,,,Terreno,1000.0,530000.0,,,530.0
48,"Lote/Terreno para comprar com 532 m² em
Condomínio Vem Viver Jacareí, Jacareí",R$ 650.000 Cond. R$ 400 • IPTU R$ 1.500,"Tamanho do imóvel
532 m²",,,,Terreno,532.0,650000.0,,,1221.8045112781954
49,"Lote/Terreno para comprar com 155 m² em
Parque dos Príncipes, Jacareí",R$ 159.000,"Tamanho do imóvel
155 m²",,,,Terreno,155.0,159000.0,,,1025.8064516129032
